,image,label
64,./datasets/ObjectImages/000050_5.jpg,5
65,./datasets/ObjectImages/000050_6.jpg,15
66,./datasets/ObjectImages/000050_7.jpg,15
67,./datasets/ObjectImages/000050_8.jpg,15
68,./datasets/ObjectImages/000050_9.jpg,15
69,./datasets/ObjectImages/000051_0.jpg,14
70,./datasets/ObjectImages/000051_1.jpg,14
71,./datasets/ObjectImages/000051_2.jpg,15
72,./datasets/ObjectImages/000052_0.jpg,16
73,./datasets/ObjectImages/000052_1.jpg,16
74,./datasets/ObjectImages/000052_2.jpg,16
75,./datasets/ObjectImages/000052_3.jpg,16
76,./datasets/ObjectImages/000052_4.jpg,16
77,./datasets/ObjectImages/000052_5.jpg,16
78,./datasets/ObjectImages/000060_0.jpg,7
79,./datasets/ObjectImages/000060_1.jpg,7
80,./datasets/ObjectImages/000060_2.jpg,7
81,./datasets/ObjectImages/000060_3.jpg,7
82,./datasets/ObjectImages/000060_4.jpg,7
83,./datasets/ObjectImages/000061_0.jpg,4
84,./datasets/ObjectImages/000061_1.jpg,4
85,./datasets/ObjectImages/000063_0.jpg,12
86,./datasets/ObjectImages/000063_1.jpg,9
87,./datasets/ObjectImages/000064_0.jpg,3
88,./datasets/ObjectImages/000065_0.jpg,12
89,./datasets/ObjectImages/000066_0.jpg,15
90,./datasets/ObjectImages/000066_1.jpg,15
91,./datasets/ObjectImages/000066_2.jpg,15
92,./datasets/ObjectImages/000072_0.jpg,14
93,./datasets/ObjectImages/000072_1.jpg,14
94,./datasets/ObjectImages/000073_0.jpg,16
95,./datasets/ObjectImages/000073_1.jpg,16
96,./datasets/ObjectImages/000073_2.jpg,4
97,./datasets/ObjectImages/000073_3.jpg,15
98,./datasets/ObjectImages/000077_0.jpg,8
99,./datasets/ObjectImages/000077_1.jpg,8
100,./datasets/ObjectImages/000078_0.jpg,12
101,./datasets/ObjectImages/000078_1.jpg,12
102,./datasets/ObjectImages/000081_0.jpg,18
103,./datasets/ObjectImages/000081_1.jpg,18
104,./datasets/ObjectImages/000081_2.jpg,15
105,./datasets/ObjectImages/000081_3.jpg,15
106,./datasets/ObjectImages/000081_4.jpg,15
107,./datasets/ObjectImages/000081_5.jpg,15
108,./datasets/ObjectImages/000081_6.jpg,15
109,./datasets/ObjectImages/000081_7.jpg,15
110,./datasets/ObjectImages/000081_8.jpg,15
111,./datasets/ObjectImages/000083_0.jpg,7
112,./datasets/ObjectImages/000083_1.jpg,15
113,./datasets/ObjectImages/000083_2.jpg,15
114,./datasets/ObjectImages/000083_3.jpg,15
115,./datasets/ObjectImages/000083_4.jpg,15
116,./datasets/ObjectImages/000083_5.jpg,15
117,./datasets/ObjectImages/000089_0.jpg,15
118,./datasets/ObjectImages/000089_1.jpg,15
119,./datasets/ObjectImages/000089_2.jpg,15
120,./datasets/ObjectImages/000089_3.jpg,9
121,./datasets/ObjectImages/000091_0.jpg,7
122,./datasets/ObjectImages/000091_1.jpg,7
123,./datasets/ObjectImages/000091_2.jpg,7
124,./datasets/ObjectImages/000093_0.jpg,12
125,./datasets/ObjectImages/000093_1.jpg,9
126,./datasets/ObjectImages/000095_0.jpg,19
127,./datasets/ObjectImages/000095_1.jpg,19
128,./datasets/ObjectImages/000099_0.jpg,8
129,./datasets/ObjectImages/000101_0.jpg,9
130,./datasets/ObjectImages/000101_1.jpg,15
131,./datasets/ObjectImages/000102_0.jpg,18
132,./datasets/ObjectImages/000102_1.jpg,18
133,./datasets/ObjectImages/000104_0.jpg,20
134,./datasets/ObjectImages/000104_1.jpg,15
135,./datasets/ObjectImages/000104_2.jpg,15
136,./datasets/ObjectImages/000107_0.jpg,17
137,./datasets/ObjectImages/000107_1.jpg,10
138,./datasets/ObjectImages/000107_2.jpg,17
139,./datasets/ObjectImages/000109_0.jpg,3
140,./datasets/ObjectImages/000110_0.jpg,15
141,./datasets/ObjectImages/000110_1.jpg,15
142,./datasets/ObjectImages/000110_2.jpg,15
143,./datasets/ObjectImages/000112_0.jpg,12
144,./datasets/ObjectImages/000112_1.jpg,9
145,./datasets/ObjectImages/000113_0.jpg,15
146,./datasets/ObjectImages/000117_0.jpg,1
147,./datasets/ObjectImages/000118_0.jpg,8
148,./datasets/ObjectImages/000120_0.jpg,12
149,./datasets/ObjectImages/000121_0.jpg,20
150,./datasets/ObjectImages/000121_1.jpg,20
151,./datasets/ObjectImages/000122_0.jpg,8
152,./datasets/ObjectImages/000123_0.jpg,19
153,./datasets/ObjectImages/000125_0.jpg,2
154,./datasets/ObjectImages/000125_1.jpg,15
155,./datasets/ObjectImages/000125_2.jpg,15
156,./datasets/ObjectImages/000125_3.jpg,15
157,./datasets/ObjectImages/000129_0.jpg,2
158,./datasets/ObjectImages/000129_1.jpg,2
159,./datasets/ObjectImages/000129_2.jpg,2
160,./datasets/ObjectImages/000129_3.jpg,15
161,./datasets/ObjectImages/000129_4.jpg,15
162,./datasets/ObjectImages/000129_5.jpg,15
163,./datasets/ObjectImages/000130_0.jpg,4
164,./datasets/ObjectImages/000131_0.jpg,7
165,./datasets/ObjectImages/000131_1.jpg,15
166,./datasets/ObjectImages/000131_2.jpg,15
167,./datasets/ObjectImages/000132_0.jpg,6
168,./datasets/ObjectImages/000133_0.jpg,15
169,./datasets/ObjectImages/000133_1.jpg,13
170,./datasets/ObjectImages/000133_2.jpg,15
171,./datasets/ObjectImages/000133_3.jpg,13
172,./datasets/ObjectImages/000134_0.jpg,7
173,./datasets/ObjectImages/000138_0.jpg,15
174,./datasets/ObjectImages/000138_1.jpg,15
175,./datasets/ObjectImages/000138_2.jpg,15
176,./datasets/ObjectImages/000138_3.jpg,15
177,./datasets/ObjectImages/000140_0.jpg,12
178,./datasets/ObjectImages/000140_1.jpg,18
179,./datasets/ObjectImages/000141_0.jpg,3
180,./datasets/ObjectImages/000142_0.jpg,7
181,./datasets/ObjectImages/000143_0.jpg,8
182,./datasets/ObjectImages/000146_0.jpg,15
183,./datasets/ObjectImages/000147_0.jpg,9
184,./datasets/ObjectImages/000147_1.jpg,9
185,./datasets/ObjectImages/000147_2.jpg,9
186,./datasets/ObjectImages/000147_3.jpg,9
187,./datasets/ObjectImages/000147_4.jpg,9
188,./datasets/ObjectImages/000147_5.jpg,9
189,./datasets/ObjectImages/000147_6.jpg,9
190,./datasets/ObjectImages/000150_0.jpg,13
191,./datasets/ObjectImages/000150_1.jpg,15
192,./datasets/ObjectImages/000150_2.jpg,15
193,./datasets/ObjectImages/000150_3.jpg,15
194,./datasets/ObjectImages/000150_4.jpg,15
195,./datasets/ObjectImages/000153_0.jpg,7
196,./datasets/ObjectImages/000153_1.jpg,7
197,./datasets/ObjectImages/000153_2.jpg,7
198,./datasets/ObjectImages/000153_3.jpg,7
199,./datasets/ObjectImages/000154_0.jpg,4
200,./datasets/ObjectImages/000154_1.jpg,4
201,./datasets/ObjectImages/000156_0.jpg,18
202,./datasets/ObjectImages/000156_1.jpg,7
203,./datasets/ObjectImages/000156_2.jpg,7
204,./datasets/ObjectImages/000158_0.jpg,3
205,./datasets/ObjectImages/000159_0.jpg,15
206,./datasets/ObjectImages/000159_1.jpg,7
207,./datasets/ObjectImages/000161_0.jpg,7
208,./datasets/ObjectImages/000161_1.jpg,7
209,./datasets/ObjectImages/000162_0.jpg,20
210,./datasets/ObjectImages/000162_1.jpg,15
211,./datasets/ObjectImages/000163_0.jpg,15
212,./datasets/ObjectImages/000163_1.jpg,14
213,./datasets/ObjectImages/000164_0.jpg,14
214,./datasets/ObjectImages/000164_1.jpg,15
215,./datasets/ObjectImages/000165_0.jpg,15
216,./datasets/ObjectImages/000169_0.jpg,7
217,./datasets/ObjectImages/000169_1.jpg,15
218,./datasets/ObjectImages/000169_2.jpg,7
219,./datasets/ObjectImages/000169_3.jpg,15
220,./datasets/ObjectImages/000169_4.jpg,15
221,./datasets/ObjectImages/000169_5.jpg,7
222,./datasets/ObjectImages/000170_0.jpg,5
223,./datasets/ObjectImages/000170_1.jpg,5
224,./datasets/ObjectImages/000170_2.jpg,5
225,./datasets/ObjectImages/000170_3.jpg,5
226,./datasets/ObjectImages/000170_4.jpg,15
227,./datasets/ObjectImages/000170_5.jpg,15
228,./datasets/ObjectImages/000171_0.jpg,12
229,./datasets/ObjectImages/000171_1.jpg,15
230,./datasets/ObjectImages/000173_0.jpg,15
231,./datasets/ObjectImages/000173_1.jpg,13
232,./datasets/ObjectImages/000174_0.jpg,15
233,./datasets/ObjectImages/000177_0.jpg,11
234,./datasets/ObjectImages/000177_1.jpg,15
235,./datasets/ObjectImages/000177_2.jpg,15
236,./datasets/ObjectImages/000177_3.jpg,15
237,./datasets/ObjectImages/000177_4.jpg,15
238,./datasets/ObjectImages/000177_5.jpg,15
239,./datasets/ObjectImages/000177_6.jpg,15
240,./datasets/ObjectImages/000177_7.jpg,15
241,./datasets/ObjectImages/000177_8.jpg,15
242,./datasets/ObjectImages/000180_0.jpg,7
243,./datasets/ObjectImages/000184_0.jpg,4
244,./datasets/ObjectImages/000184_1.jpg,4
245,./datasets/ObjectImages/000184_2.jpg,4
246,./datasets/ObjectImages/000184_3.jpg,4
247,./datasets/ObjectImages/000187_0.jpg,20
248,./datasets/ObjectImages/000189_0.jpg,3
249,./datasets/ObjectImages/000190_0.jpg,6
250,./datasets/ObjectImages/000190_1.jpg,6
251,./datasets/ObjectImages/000190_2.jpg,6
252,./datasets/ObjectImages/000190_3.jpg,6
253,./datasets/ObjectImages/000190_4.jpg,6
254,./datasets/ObjectImages/000190_5.jpg,15
255,./datasets/ObjectImages/000190_6.jpg,15
256,./datasets/ObjectImages/000190_7.jpg,15
257,./datasets/ObjectImages/000190_8.jpg,15
258,./datasets/ObjectImages/000190_9.jpg,15
259,./datasets/ObjectImages/000190_10.jpg,15
260,./datasets/ObjectImages/000190_11.jpg,15
261,./datasets/ObjectImages/000190_12.jpg,15
262,./datasets/ObjectImages/000192_0.jpg,15
263,./datasets/ObjectImages/000192_1.jpg,9
264,./datasets/ObjectImages/000193_0.jpg,15
265,./datasets/ObjectImages/000193_1.jpg,15
266,./datasets/ObjectImages/000193_2.jpg,18
267,./datasets/ObjectImages/000194_0.jpg,13
268,./datasets/ObjectImages/000194_1.jpg,15
269,./datasets/ObjectImages/000194_2.jpg,15
270,./datasets/ObjectImages/000198_0.jpg,19
271,./datasets/ObjectImages/000200_0.jpg,15
272,./datasets/ObjectImages/000200_1.jpg,15
273,./datasets/ObjectImages/000200_2.jpg,15
274,./datasets/ObjectImages/000200_3.jpg,15
275,./datasets/ObjectImages/000200_4.jpg,15
276,./datasets/ObjectImages/000200_5.jpg,5
277,./datasets/ObjectImages/000200_6.jpg,5
278,./datasets/ObjectImages/000203_0.jpg,9
279,./datasets/ObjectImages/000207_0.jpg,6
280,./datasets/ObjectImages/000208_0.jpg,11
281,./datasets/ObjectImages/000208_1.jpg,9
282,./datasets/ObjectImages/000208_2.jpg,9
283,./datasets/ObjectImages/000208_3.jpg,9
284,./datasets/ObjectImages/000208_4.jpg,9
285,./datasets/ObjectImages/000208_5.jpg,18
286,./datasets/ObjectImages/000209_0.jpg,8
287,./datasets/ObjectImages/000210_0.jpg,7
288,./datasets/ObjectImages/000210_1.jpg,15
289,./datasets/ObjectImages/000210_2.jpg,15
290,./datasets/ObjectImages/000210_3.jpg,15
291,./datasets/ObjectImages/000211_0.jpg,10
292,./datasets/ObjectImages/000214_0.jpg,13
293,./datasets/ObjectImages/000215_0.jpg,8
294,./datasets/ObjectImages/000218_0.jpg,12
295,./datasets/ObjectImages/000218_1.jpg,9
296,./datasets/ObjectImages/000218_2.jpg,15
297,./datasets/ObjectImages/000219_0.jpg,14
298,./datasets/ObjectImages/000220_0.jpg,7
299,./datasets/ObjectImages/000220_1.jpg,7
300,./datasets/ObjectImages/000220_2.jpg,15
301,./datasets/ObjectImages/000221_0.jpg,7
302,./datasets/ObjectImages/000222_0.jpg,11
303,./datasets/ObjectImages/000222_1.jpg,15
304,./datasets/ObjectImages/000222_2.jpg,15
305,./datasets/ObjectImages/000222_3.jpg,5
306,./datasets/ObjectImages/000222_4.jpg,5
307,./datasets/ObjectImages/000222_5.jpg,15
308,./datasets/ObjectImages/000222_6.jpg,15
309,./datasets/ObjectImages/000222_7.jpg,15
310,./datasets/ObjectImages/000222_8.jpg,15
311,./datasets/ObjectImages/000222_9.jpg,15
312,./datasets/ObjectImages/000222_10.jpg,15
313,./datasets/ObjectImages/000222_11.jpg,15
314,./datasets/ObjectImages/000222_12.jpg,15
315,./datasets/ObjectImages/000222_13.jpg,9
316,./datasets/ObjectImages/000222_14.jpg,9
317,./datasets/ObjectImages/000224_0.jpg,20
318,./datasets/ObjectImages/000224_1.jpg,5
319,./datasets/ObjectImages/000225_0.jpg,17
320,./datasets/ObjectImages/000225_1.jpg,17
321,./datasets/ObjectImages/000228_0.jpg,1
322,./datasets/ObjectImages/000229_0.jpg,11
323,./datasets/ObjectImages/000229_1.jpg,15
324,./datasets/ObjectImages/000229_2.jpg,15
325,./datasets/ObjectImages/000229_3.jpg,15
326,./datasets/ObjectImages/000229_4.jpg,15
327,./datasets/ObjectImages/000229_5.jpg,15
328,./datasets/ObjectImages/000229_6.jpg,15
329,./datasets/ObjectImages/000229_7.jpg,15
330,./datasets/ObjectImages/000229_8.jpg,5
331,./datasets/ObjectImages/000229_9.jpg,5
332,./datasets/ObjectImages/000229_10.jpg,9
333,./datasets/ObjectImages/000232_0.jpg,10
334,./datasets/ObjectImages/000232_1.jpg,15
335,./datasets/ObjectImages/000232_2.jpg,4
336,./datasets/ObjectImages/000232_3.jpg,4
337,./datasets/ObjectImages/000232_4.jpg,4
338,./datasets/ObjectImages/000233_0.jpg,17
339,./datasets/ObjectImages/000233_1.jpg,7
340,./datasets/ObjectImages/000235_0.jpg,9
341,./datasets/ObjectImages/000235_1.jpg,9
342,./datasets/ObjectImages/000235_2.jpg,9
343,./datasets/ObjectImages/000235_3.jpg,9
344,./datasets/ObjectImages/000235_4.jpg,11
345,./datasets/ObjectImages/000235_5.jpg,18
346,./datasets/ObjectImages/000235_6.jpg,16
347,./datasets/ObjectImages/000236_0.jpg,3
348,./datasets/ObjectImages/000241_0.jpg,4
349,./datasets/ObjectImages/000241_1.jpg,4
350,./datasets/ObjectImages/000241_2.jpg,4
351,./datasets/ObjectImages/000242_0.jpg,8
352,./datasets/ObjectImages/000244_0.jpg,17
353,./datasets/ObjectImages/000245_0.jpg,7
354,./datasets/ObjectImages/000245_1.jpg,15
355,./datasets/ObjectImages/000246_0.jpg,12
356,./datasets/ObjectImages/000249_0.jpg,9
357,./datasets/ObjectImages/000249_1.jpg,9
358,./datasets/ObjectImages/000249_2.jpg,9
359,./datasets/ObjectImages/000249_3.jpg,9
360,./datasets/ObjectImages/000249_4.jpg,9
361,./datasets/ObjectImages/000249_5.jpg,9
362,./datasets/ObjectImages/000249_6.jpg,9
363,./datasets/ObjectImages/000249_7.jpg,11
364,./datasets/ObjectImages/000250_0.jpg,11
365,./datasets/ObjectImages/000250_1.jpg,5
366,./datasets/ObjectImages/000251_0.jpg,7
367,./datasets/ObjectImages/000251_1.jpg,7
368,./datasets/ObjectImages/000251_2.jpg,7
369,./datasets/ObjectImages/000251_3.jpg,7
370,./datasets/ObjectImages/000251_4.jpg,15
371,./datasets/ObjectImages/000251_5.jpg,15
372,./datasets/ObjectImages/000251_6.jpg,15
373,./datasets/ObjectImages/000256_0.jpg,1
374,./datasets/ObjectImages/000257_0.jpg,20
375,./datasets/ObjectImages/000257_1.jpg,15
376,./datasets/ObjectImages/000257_2.jpg,15
377,./datasets/ObjectImages/000259_0.jpg,15
378,./datasets/ObjectImages/000259_1.jpg,15
379,./datasets/ObjectImages/000262_0.jpg,7
380,./datasets/ObjectImages/000263_0.jpg,7
381,./datasets/ObjectImages/000263_1.jpg,7
382,./datasets/ObjectImages/000266_0.jpg,12
383,./datasets/ObjectImages/000266_1.jpg,18
384,./datasets/ObjectImages/000268_0.jpg,1
385,./datasets/ObjectImages/000268_1.jpg,1
386,./datasets/ObjectImages/000269_0.jpg,5
387,./datasets/ObjectImages/000269_1.jpg,5
388,./datasets/ObjectImages/000269_2.jpg,5
389,./datasets/ObjectImages/000269_3.jpg,5
390,./datasets/ObjectImages/000269_4.jpg,5
391,./datasets/ObjectImages/000269_5.jpg,15
392,./datasets/ObjectImages/000269_6.jpg,15
393,./datasets/ObjectImages/000269_7.jpg,15
394,./datasets/ObjectImages/000269_8.jpg,15
395,./datasets/ObjectImages/000269_9.jpg,15
396,./datasets/ObjectImages/000270_0.jpg,19
397,./datasets/ObjectImages/000275_0.jpg,15
398,./datasets/ObjectImages/000275_1.jpg,13
399,./datasets/ObjectImages/000276_0.jpg,15
400,./datasets/ObjectImages/000276_1.jpg,15
401,./datasets/ObjectImages/000276_2.jpg,15
402,./datasets/ObjectImages/000278_0.jpg,12
403,./datasets/ObjectImages/000278_1.jpg,15
404,./datasets/ObjectImages/000282_0.jpg,9
405,./datasets/ObjectImages/000282_1.jpg,15
406,./datasets/ObjectImages/000282_2.jpg,15
407,./datasets/ObjectImages/000282_3.jpg,15
408,./datasets/ObjectImages/000282_4.jpg,15
409,./datasets/ObjectImages/000285_0.jpg,15
410,./datasets/ObjectImages/000285_1.jpg,15
411,./datasets/ObjectImages/000285_2.jpg,9
412,./datasets/ObjectImages/000285_3.jpg,9
413,./datasets/ObjectImages/000288_0.jpg,15
414,./datasets/ObjectImages/000288_1.jpg,15
415,./datasets/ObjectImages/000288_2.jpg,15
416,./datasets/ObjectImages/000288_3.jpg,15
417,./datasets/ObjectImages/000288_4.jpg,15
418,./datasets/ObjectImages/000288_5.jpg,15
419,./datasets/ObjectImages/000288_6.jpg,15
420,./datasets/ObjectImages/000288_7.jpg,15
421,./datasets/ObjectImages/000288_8.jpg,15
422,./datasets/ObjectImages/000288_9.jpg,15
423,./datasets/ObjectImages/000288_10.jpg,7
424,./datasets/ObjectImages/000288_11.jpg,6
425,./datasets/ObjectImages/000289_0.jpg,7
426,./datasets/ObjectImages/000294_0.jpg,3
427,./datasets/ObjectImages/000294_1.jpg,3
428,./datasets/ObjectImages/000296_0.jpg,7
429,./datasets/ObjectImages/000296_1.jpg,4
430,./datasets/ObjectImages/000298_0.jpg,15
431,./datasets/ObjectImages/000302_0.jpg,7
432,./datasets/ObjectImages/000302_1.jpg,7
433,./datasets/ObjectImages/000302_2.jpg,7
434,./datasets/ObjectImages/000302_3.jpg,7
435,./datasets/ObjectImages/000302_4.jpg,7
436,./datasets/ObjectImages/000302_5.jpg,15
437,./datasets/ObjectImages/000302_6.jpg,14
438,./datasets/ObjectImages/000303_0.jpg,7
439,./datasets/ObjectImages/000303_1.jpg,7
440,./datasets/ObjectImages/000303_2.jpg,7
441,./datasets/ObjectImages/000303_3.jpg,7
442,./datasets/ObjectImages/000303_4.jpg,7
443,./datasets/ObjectImages/000303_5.jpg,7
444,./datasets/ObjectImages/000304_0.jpg,20
445,./datasets/ObjectImages/000305_0.jpg,2
446,./datasets/ObjectImages/000305_1.jpg,15
447,./datasets/ObjectImages/000306_0.jpg,10
448,./datasets/ObjectImages/000306_1.jpg,10
449,./datasets/ObjectImages/000306_2.jpg,10
450,./datasets/ObjectImages/000306_3.jpg,10
451,./datasets/ObjectImages/000307_0.jpg,16
452,./datasets/ObjectImages/000307_1.jpg,16
453,./datasets/ObjectImages/000308_0.jpg,15
454,./datasets/ObjectImages/000308_1.jpg,15
455,./datasets/ObjectImages/000308_2.jpg,15
456,./datasets/ObjectImages/000308_3.jpg,15
457,./datasets/ObjectImages/000308_4.jpg,15
458,./datasets/ObjectImages/000308_5.jpg,11
459,./datasets/ObjectImages/000311_0.jpg,7
460,./datasets/ObjectImages/000312_0.jpg,19
461,./datasets/ObjectImages/000317_0.jpg,7
462,./datasets/ObjectImages/000318_0.jpg,7
463,./datasets/ObjectImages/000318_1.jpg,7
464,./datasets/ObjectImages/000320_0.jpg,7
465,./datasets/ObjectImages/000320_1.jpg,7
466,./datasets/ObjectImages/000320_2.jpg,7
467,./datasets/ObjectImages/000320_3.jpg,15
468,./datasets/ObjectImages/000321_0.jpg,15
469,./datasets/ObjectImages/000322_0.jpg,15
470,./datasets/ObjectImages/000323_0.jpg,15
471,./datasets/ObjectImages/000323_1.jpg,15
472,./datasets/ObjectImages/000325_0.jpg,1
473,./datasets/ObjectImages/000328_0.jpg,13
474,./datasets/ObjectImages/000328_1.jpg,13
475,./datasets/ObjectImages/000328_2.jpg,13
476,./datasets/ObjectImages/000328_3.jpg,13
477,./datasets/ObjectImages/000328_4.jpg,15
478,./datasets/ObjectImages/000328_5.jpg,15
479,./datasets/ObjectImages/000328_6.jpg,15
480,./datasets/ObjectImages/000328_7.jpg,15
481,./datasets/ObjectImages/000329_0.jpg,7
482,./datasets/ObjectImages/000329_1.jpg,7
483,./datasets/ObjectImages/000329_2.jpg,7
484,./datasets/ObjectImages/000331_0.jpg,9
485,./datasets/ObjectImages/000331_1.jpg,9
486,./datasets/ObjectImages/000331_2.jpg,9
487,./datasets/ObjectImages/000331_3.jpg,15
488,./datasets/ObjectImages/000332_0.jpg,13
489,./datasets/ObjectImages/000334_0.jpg,7
490,./datasets/ObjectImages/000336_0.jpg,12
491,./datasets/ObjectImages/000337_0.jpg,2
492,./datasets/ObjectImages/000337_1.jpg,2
493,./datasets/ObjectImages/000337_2.jpg,15
494,./datasets/ObjectImages/000337_3.jpg,15
495,./datasets/ObjectImages/000337_4.jpg,15
496,./datasets/ObjectImages/000337_5.jpg,15
497,./datasets/ObjectImages/000337_6.jpg,15
498,./datasets/ObjectImages/000337_7.jpg,15
499,./datasets/ObjectImages/000337_8.jpg,15
500,./datasets/ObjectImages/000337_9.jpg,15
501,./datasets/ObjectImages/000338_0.jpg,15
502,./datasets/ObjectImages/000338_1.jpg,7
503,./datasets/ObjectImages/000340_0.jpg,3
504,./datasets/ObjectImages/000340_1.jpg,3
505,./datasets/ObjectImages/000343_0.jpg,7
506,./datasets/ObjectImages/000344_0.jpg,5
507,./datasets/ObjectImages/000347_0.jpg,13
508,./datasets/ObjectImages/000349_0.jpg,11
509,./datasets/ObjectImages/000349_1.jpg,9
510,./datasets/ObjectImages/000349_2.jpg,9
511,./datasets/ObjectImages/000349_3.jpg,9
512,./datasets/ObjectImages/000349_4.jpg,9
513,./datasets/ObjectImages/000349_5.jpg,20
514,./datasets/ObjectImages/000352_0.jpg,15
515,./datasets/ObjectImages/000352_1.jpg,15
516,./datasets/ObjectImages/000352_2.jpg,15
517,./datasets/ObjectImages/000352_3.jpg,15
518,./datasets/ObjectImages/000352_4.jpg,18
519,./datasets/ObjectImages/000354_0.jpg,8
520,./datasets/ObjectImages/000355_0.jpg,7
521,./datasets/ObjectImages/000359_0.jpg,12
522,./datasets/ObjectImages/000359_1.jpg,15
523,./datasets/ObjectImages/000359_2.jpg,9
524,./datasets/ObjectImages/000363_0.jpg,3
525,./datasets/ObjectImages/000363_1.jpg,3
526,./datasets/ObjectImages/000367_0.jpg,5
527,./datasets/ObjectImages/000367_1.jpg,5
528,./datasets/ObjectImages/000367_2.jpg,5
529,./datasets/ObjectImages/000367_3.jpg,5
530,./datasets/ObjectImages/000367_4.jpg,7
531,./datasets/ObjectImages/000367_5.jpg,7
532,./datasets/ObjectImages/000367_6.jpg,15
533,./datasets/ObjectImages/000370_0.jpg,4
534,./datasets/ObjectImages/000370_1.jpg,4
535,./datasets/ObjectImages/000372_0.jpg,15
536,./datasets/ObjectImages/000372_1.jpg,13
537,./datasets/ObjectImages/000372_2.jpg,13
538,./datasets/ObjectImages/000373_0.jpg,7
539,./datasets/ObjectImages/000374_0.jpg,14
540,./datasets/ObjectImages/000374_1.jpg,15
541,./datasets/ObjectImages/000374_2.jpg,15
542,./datasets/ObjectImages/000374_3.jpg,15
543,./datasets/ObjectImages/000374_4.jpg,15
544,./datasets/ObjectImages/000374_5.jpg,15
545,./datasets/ObjectImages/000374_6.jpg,15
546,./datasets/ObjectImages/000374_7.jpg,15
547,./datasets/ObjectImages/000374_8.jpg,15
548,./datasets/ObjectImages/000374_9.jpg,15
549,./datasets/ObjectImages/000379_0.jpg,2
550,./datasets/ObjectImages/000380_0.jpg,2
551,./datasets/ObjectImages/000381_0.jpg,11
552,./datasets/ObjectImages/000381_1.jpg,9
553,./datasets/ObjectImages/000381_2.jpg,9
554,./datasets/ObjectImages/000381_3.jpg,9
555,./datasets/ObjectImages/000381_4.jpg,5
556,./datasets/ObjectImages/000382_0.jpg,4
557,./datasets/ObjectImages/000382_1.jpg,15
558,./datasets/ObjectImages/000387_0.jpg,7
